Frame,Tiempo(s),GT_Region,Gesto,Confianza(%),Modo,Confirmado,Region,X_norm,Y_norm,Modo_grounding,Hands_fiable
228,14.1086,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2027,raycast,No
229,14.1284,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2035,raycast,No
230,14.1478,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2039,raycast,No
231,14.1713,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2063,raycast,No
232,14.1961,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.207,raycast,No
233,14.2196,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2078,raycast,No
234,14.2451,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2087,raycast,No
235,14.2708,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2094,raycast,No
236,14.2966,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2103,raycast,No
237,14.3185,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2109,raycast,No
238,14.3421,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2116,raycast,No
239,14.3654,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2131,raycast,No
240,14.388,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.214,raycast,No
241,14.4101,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2148,raycast,No
242,14.4325,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2154,raycast,No
243,14.4546,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2157,raycast,No
244,14.4765,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2161,raycast,No
245,14.5024,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2172,raycast,No
246,14.5244,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2182,raycast,No
247,14.5469,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2189,raycast,No
248,14.5695,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2194,raycast,No
249,14.5935,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2201,raycast,No
